n1	n2	label	setting	compound_text
buying	opportunity	purpose	full	modifier: buying ; head: opportunity
buying	opportunity	purpose	mask_modifier	modifier: [MASK] ; head: opportunity
buying	opportunity	purpose	mask_head	modifier: buying ; head: [MASK]
employment	opportunity	purpose	full	modifier: employment ; head: opportunity
employment	opportunity	purpose	mask_modifier	modifier: [MASK] ; head: opportunity
employment	opportunity	purpose	mask_head	modifier: employment ; head: [MASK]
investment	opportunity	purpose	full	modifier: investment ; head: opportunity
investment	opportunity	purpose	mask_modifier	modifier: [MASK] ; head: opportunity
investment	opportunity	purpose	mask_head	modifier: investment ; head: [MASK]
trading	opportunity	purpose	full	modifier: trading ; head: opportunity
trading	opportunity	purpose	mask_modifier	modifier: [MASK] ; head: opportunity
trading	opportunity	purpose	mask_head	modifier: trading ; head: [MASK]
manufacturing	capacity	purpose	full	modifier: manufacturing ; head: capacity
manufacturing	capacity	purpose	mask_modifier	modifier: [MASK] ; head: capacity
manufacturing	capacity	purpose	mask_head	modifier: manufacturing ; head: [MASK]
banking	licence	purpose	full	modifier: banking ; head: licence
banking	licence	purpose	mask_modifier	modifier: [MASK] ; head: licence
banking	licence	purpose	mask_head	modifier: banking ; head: [MASK]
banking	license	purpose	full	modifier: banking ; head: license
banking	license	purpose	mask_modifier	modifier: [MASK] ; head: license
banking	license	purpose	mask_head	modifier: banking ; head: [MASK]
brokerage	license	purpose	full	modifier: brokerage ; head: license
brokerage	license	purpose	mask_modifier	modifier: [MASK] ; head: license
brokerage	license	purpose	mask_head	modifier: brokerage ; head: [MASK]
recession	worry	topical	full	modifier: recession ; head: worry
recession	worry	topical	mask_modifier	modifier: [MASK] ; head: worry
recession	worry	topical	mask_head	modifier: recession ; head: [MASK]
inflation	worry	topical	full	modifier: inflation ; head: worry
inflation	worry	topical	mask_modifier	modifier: [MASK] ; head: worry
inflation	worry	topical	mask_head	modifier: inflation ; head: [MASK]
recession	fear	topical	full	modifier: recession ; head: fear
recession	fear	topical	mask_modifier	modifier: [MASK] ; head: fear
recession	fear	topical	mask_head	modifier: recession ; head: [MASK]
cancer	fear	topical	full	modifier: cancer ; head: fear
cancer	fear	topical	mask_modifier	modifier: [MASK] ; head: fear
cancer	fear	topical	mask_head	modifier: cancer ; head: [MASK]
security	fear	topical	full	modifier: security ; head: fear
security	fear	topical	mask_modifier	modifier: [MASK] ; head: fear
security	fear	topical	mask_head	modifier: security ; head: [MASK]
takeover	disappointment	topical	full	modifier: takeover ; head: disappointment
takeover	disappointment	topical	mask_modifier	modifier: [MASK] ; head: disappointment
takeover	disappointment	topical	mask_head	modifier: takeover ; head: [MASK]
takeover	enthusiasm	topical	full	modifier: takeover ; head: enthusiasm
takeover	enthusiasm	topical	mask_modifier	modifier: [MASK] ; head: enthusiasm
takeover	enthusiasm	topical	mask_head	modifier: takeover ; head: [MASK]
database	confusion	topical	full	modifier: database ; head: confusion
database	confusion	topical	mask_modifier	modifier: [MASK] ; head: confusion
database	confusion	topical	mask_head	modifier: database ; head: [MASK]
bike	enthusiast	topical	full	modifier: bike ; head: enthusiast
bike	enthusiast	topical	mask_modifier	modifier: [MASK] ; head: enthusiast
bike	enthusiast	topical	mask_head	modifier: bike ; head: [MASK]
drug	enthusiast	topical	full	modifier: drug ; head: enthusiast
drug	enthusiast	topical	mask_modifier	modifier: [MASK] ; head: enthusiast
drug	enthusiast	topical	mask_head	modifier: drug ; head: [MASK]
food	enthusiast	topical	full	modifier: food ; head: enthusiast
food	enthusiast	topical	mask_modifier	modifier: [MASK] ; head: enthusiast
food	enthusiast	topical	mask_head	modifier: food ; head: [MASK]
fruit	enthusiast	topical	full	modifier: fruit ; head: enthusiast
fruit	enthusiast	topical	mask_modifier	modifier: [MASK] ; head: enthusiast
fruit	enthusiast	topical	mask_head	modifier: fruit ; head: [MASK]
jazz	enthusiast	topical	full	modifier: jazz ; head: enthusiast
jazz	enthusiast	topical	mask_modifier	modifier: [MASK] ; head: enthusiast
jazz	enthusiast	topical	mask_head	modifier: jazz ; head: [MASK]
opera	enthusiast	topical	full	modifier: opera ; head: enthusiast
opera	enthusiast	topical	mask_modifier	modifier: [MASK] ; head: enthusiast
opera	enthusiast	topical	mask_head	modifier: opera ; head: [MASK]
railroad	enthusiast	topical	full	modifier: railroad ; head: enthusiast
railroad	enthusiast	topical	mask_modifier	modifier: [MASK] ; head: enthusiast
railroad	enthusiast	topical	mask_head	modifier: railroad ; head: [MASK]
explosive	fanatic	topical	full	modifier: explosive ; head: fanatic
explosive	fanatic	topical	mask_modifier	modifier: [MASK] ; head: fanatic
explosive	fanatic	topical	mask_head	modifier: explosive ; head: [MASK]
word	fanatic	topical	full	modifier: word ; head: fanatic
word	fanatic	topical	mask_modifier	modifier: [MASK] ; head: fanatic
word	fanatic	topical	mask_head	modifier: word ; head: [MASK]
teaspoons	sugar	other	full	modifier: teaspoons ; head: sugar
teaspoons	sugar	other	mask_modifier	modifier: [MASK] ; head: sugar
teaspoons	sugar	other	mask_head	modifier: teaspoons ; head: [MASK]
catastrophe	aid	purpose	full	modifier: catastrophe ; head: aid
catastrophe	aid	purpose	mask_modifier	modifier: [MASK] ; head: aid
catastrophe	aid	purpose	mask_head	modifier: catastrophe ; head: [MASK]
takeover	defense	purpose	full	modifier: takeover ; head: defense
takeover	defense	purpose	mask_modifier	modifier: [MASK] ; head: defense
takeover	defense	purpose	mask_head	modifier: takeover ; head: [MASK]
radiation	safety	purpose	full	modifier: radiation ; head: safety
radiation	safety	purpose	mask_modifier	modifier: [MASK] ; head: safety
radiation	safety	purpose	mask_head	modifier: radiation ; head: [MASK]
quake	protection	purpose	full	modifier: quake ; head: protection
quake	protection	purpose	mask_modifier	modifier: [MASK] ; head: protection
quake	protection	purpose	mask_head	modifier: quake ; head: [MASK]
drug	strategy	purpose	full	modifier: drug ; head: strategy
drug	strategy	purpose	mask_modifier	modifier: [MASK] ; head: strategy
drug	strategy	purpose	mask_head	modifier: drug ; head: [MASK]
vice	officer	purpose	full	modifier: vice ; head: officer
vice	officer	purpose	mask_modifier	modifier: [MASK] ; head: officer
vice	officer	purpose	mask_head	modifier: vice ; head: [MASK]
war	backlash	purpose	full	modifier: war ; head: backlash
war	backlash	purpose	mask_modifier	modifier: [MASK] ; head: backlash
war	backlash	purpose	mask_head	modifier: war ; head: [MASK]
drug	effort	purpose	full	modifier: drug ; head: effort
drug	effort	purpose	mask_modifier	modifier: [MASK] ; head: effort
drug	effort	purpose	mask_head	modifier: drug ; head: [MASK]
crime	unit	purpose	full	modifier: crime ; head: unit
crime	unit	purpose	mask_modifier	modifier: [MASK] ; head: unit
crime	unit	purpose	mask_head	modifier: crime ; head: [MASK]
ulcer	drug	purpose	full	modifier: ulcer ; head: drug
ulcer	drug	purpose	mask_modifier	modifier: [MASK] ; head: drug
ulcer	drug	purpose	mask_head	modifier: ulcer ; head: [MASK]
arthritis	drug	purpose	full	modifier: arthritis ; head: drug
arthritis	drug	purpose	mask_modifier	modifier: [MASK] ; head: drug
arthritis	drug	purpose	mask_head	modifier: arthritis ; head: [MASK]
cancer	drug	purpose	full	modifier: cancer ; head: drug
cancer	drug	purpose	mask_modifier	modifier: [MASK] ; head: drug
cancer	drug	purpose	mask_head	modifier: cancer ; head: [MASK]
aids	drug	purpose	full	modifier: aids ; head: drug
aids	drug	purpose	mask_modifier	modifier: [MASK] ; head: drug
aids	drug	purpose	mask_head	modifier: aids ; head: [MASK]
burn	unit	purpose	full	modifier: burn ; head: unit
burn	unit	purpose	mask_modifier	modifier: [MASK] ; head: unit
burn	unit	purpose	mask_head	modifier: burn ; head: [MASK]
inflation	hedge	purpose	full	modifier: inflation ; head: hedge
inflation	hedge	purpose	mask_modifier	modifier: [MASK] ; head: hedge
inflation	hedge	purpose	mask_head	modifier: inflation ; head: [MASK]
tick	collar	purpose	full	modifier: tick ; head: collar
tick	collar	purpose	mask_modifier	modifier: [MASK] ; head: collar
tick	collar	purpose	mask_head	modifier: tick ; head: [MASK]
anthrax	protection	purpose	full	modifier: anthrax ; head: protection
anthrax	protection	purpose	mask_modifier	modifier: [MASK] ; head: protection
anthrax	protection	purpose	mask_head	modifier: anthrax ; head: [MASK]
cholera	inoculation	purpose	full	modifier: cholera ; head: inoculation
cholera	inoculation	purpose	mask_modifier	modifier: [MASK] ; head: inoculation
cholera	inoculation	purpose	mask_head	modifier: cholera ; head: [MASK]
pertussis	inoculation	purpose	full	modifier: pertussis ; head: inoculation
pertussis	inoculation	purpose	mask_modifier	modifier: [MASK] ; head: inoculation
pertussis	inoculation	purpose	mask_head	modifier: pertussis ; head: [MASK]
inflation	measure	purpose	full	modifier: inflation ; head: measure
inflation	measure	purpose	mask_modifier	modifier: [MASK] ; head: measure
inflation	measure	purpose	mask_head	modifier: inflation ; head: [MASK]
debt	plan	purpose	full	modifier: debt ; head: plan
debt	plan	purpose	mask_modifier	modifier: [MASK] ; head: plan
debt	plan	purpose	mask_head	modifier: debt ; head: [MASK]
pollution	project	purpose	full	modifier: pollution ; head: project
pollution	project	purpose	mask_modifier	modifier: [MASK] ; head: project
pollution	project	purpose	mask_head	modifier: pollution ; head: [MASK]
blood clot	drug	purpose	full	modifier: blood clot ; head: drug
blood clot	drug	purpose	mask_modifier	modifier: [MASK] ; head: drug
blood clot	drug	purpose	mask_head	modifier: blood clot ; head: [MASK]
pass	defense	purpose	full	modifier: pass ; head: defense
pass	defense	purpose	mask_modifier	modifier: [MASK] ; head: defense
pass	defense	purpose	mask_head	modifier: pass ; head: [MASK]
point	guard	purpose	full	modifier: point ; head: guard
point	guard	purpose	mask_modifier	modifier: [MASK] ; head: guard
point	guard	purpose	mask_head	modifier: point ; head: [MASK]
oil	embargo	purpose	full	modifier: oil ; head: embargo
oil	embargo	purpose	mask_modifier	modifier: [MASK] ; head: embargo
oil	embargo	purpose	mask_head	modifier: oil ; head: [MASK]
polio	clinic	purpose	full	modifier: polio ; head: clinic
polio	clinic	purpose	mask_modifier	modifier: [MASK] ; head: clinic
polio	clinic	purpose	mask_head	modifier: polio ; head: [MASK]
spending	ceiling	purpose	full	modifier: spending ; head: ceiling
spending	ceiling	purpose	mask_modifier	modifier: [MASK] ; head: ceiling
spending	ceiling	purpose	mask_head	modifier: spending ; head: [MASK]
rate	cap	purpose	full	modifier: rate ; head: cap
rate	cap	purpose	mask_modifier	modifier: [MASK] ; head: cap
rate	cap	purpose	mask_head	modifier: rate ; head: [MASK]
spending	cap	purpose	full	modifier: spending ; head: cap
spending	cap	purpose	mask_modifier	modifier: [MASK] ; head: cap
spending	cap	purpose	mask_head	modifier: spending ; head: [MASK]
hunger	aid	purpose	full	modifier: hunger ; head: aid
hunger	aid	purpose	mask_modifier	modifier: [MASK] ; head: aid
hunger	aid	purpose	mask_head	modifier: hunger ; head: [MASK]
tsunami	aid	purpose	full	modifier: tsunami ; head: aid
tsunami	aid	purpose	mask_modifier	modifier: [MASK] ; head: aid
tsunami	aid	purpose	mask_head	modifier: tsunami ; head: [MASK]
drug	center	purpose	full	modifier: drug ; head: center
drug	center	purpose	mask_modifier	modifier: [MASK] ; head: center
drug	center	purpose	mask_head	modifier: drug ; head: [MASK]
cancer	center	purpose	full	modifier: cancer ; head: center
cancer	center	purpose	mask_modifier	modifier: [MASK] ; head: center
cancer	center	purpose	mask_head	modifier: cancer ; head: [MASK]
drug	clinic	purpose	full	modifier: drug ; head: clinic
drug	clinic	purpose	mask_modifier	modifier: [MASK] ; head: clinic
drug	clinic	purpose	mask_head	modifier: drug ; head: [MASK]
hurricane	relief	purpose	full	modifier: hurricane ; head: relief
hurricane	relief	purpose	mask_modifier	modifier: [MASK] ; head: relief
hurricane	relief	purpose	mask_head	modifier: hurricane ; head: [MASK]
interest	relief	purpose	full	modifier: interest ; head: relief
interest	relief	purpose	mask_modifier	modifier: [MASK] ; head: relief
interest	relief	purpose	mask_head	modifier: interest ; head: [MASK]
earthquake	relief	purpose	full	modifier: earthquake ; head: relief
earthquake	relief	purpose	mask_modifier	modifier: [MASK] ; head: relief
earthquake	relief	purpose	mask_head	modifier: earthquake ; head: [MASK]
debt	relief	purpose	full	modifier: debt ; head: relief
debt	relief	purpose	mask_modifier	modifier: [MASK] ; head: relief
debt	relief	purpose	mask_head	modifier: debt ; head: [MASK]
aids	treatment	purpose	full	modifier: aids ; head: treatment
aids	treatment	purpose	mask_modifier	modifier: [MASK] ; head: treatment
aids	treatment	purpose	mask_head	modifier: aids ; head: [MASK]
cancer	treatment	purpose	full	modifier: cancer ; head: treatment
cancer	treatment	purpose	mask_modifier	modifier: [MASK] ; head: treatment
cancer	treatment	purpose	mask_head	modifier: cancer ; head: [MASK]
dialysis	patient	complement	full	modifier: dialysis ; head: patient
dialysis	patient	complement	mask_modifier	modifier: [MASK] ; head: patient
dialysis	patient	complement	mask_head	modifier: dialysis ; head: [MASK]
movie	soundtrack	complement	full	modifier: movie ; head: soundtrack
movie	soundtrack	complement	mask_modifier	modifier: [MASK] ; head: soundtrack
movie	soundtrack	complement	mask_head	modifier: movie ; head: [MASK]
student	ethnicity	complement	full	modifier: student ; head: ethnicity
student	ethnicity	complement	mask_modifier	modifier: [MASK] ; head: ethnicity
student	ethnicity	complement	mask_head	modifier: student ; head: [MASK]
playoff	experience	complement	full	modifier: playoff ; head: experience
playoff	experience	complement	mask_modifier	modifier: [MASK] ; head: experience
playoff	experience	complement	mask_head	modifier: playoff ; head: [MASK]
food	source	complement	full	modifier: food ; head: source
food	source	complement	mask_modifier	modifier: [MASK] ; head: source
food	source	complement	mask_head	modifier: food ; head: [MASK]
fuel	source	complement	full	modifier: fuel ; head: source
fuel	source	complement	mask_modifier	modifier: [MASK] ; head: source
fuel	source	complement	mask_head	modifier: fuel ; head: [MASK]
heat	source	complement	full	modifier: heat ; head: source
heat	source	complement	mask_modifier	modifier: [MASK] ; head: source
heat	source	complement	mask_head	modifier: heat ; head: [MASK]
supply	source	complement	full	modifier: supply ; head: source
supply	source	complement	mask_modifier	modifier: [MASK] ; head: source
supply	source	complement	mask_head	modifier: supply ; head: [MASK]
water	source	complement	full	modifier: water ; head: source
water	source	complement	mask_modifier	modifier: [MASK] ; head: source
water	source	complement	mask_head	modifier: water ; head: [MASK]
pollution	source	complement	full	modifier: pollution ; head: source
pollution	source	complement	mask_modifier	modifier: [MASK] ; head: source
pollution	source	complement	mask_head	modifier: pollution ; head: [MASK]
drug	epidemic	complement	full	modifier: drug ; head: epidemic
drug	epidemic	complement	mask_modifier	modifier: [MASK] ; head: epidemic
drug	epidemic	complement	mask_head	modifier: drug ; head: [MASK]
aids	epidemic	complement	full	modifier: aids ; head: epidemic
aids	epidemic	complement	mask_modifier	modifier: [MASK] ; head: epidemic
aids	epidemic	complement	mask_head	modifier: aids ; head: [MASK]
cholera	epidemic	complement	full	modifier: cholera ; head: epidemic
cholera	epidemic	complement	mask_modifier	modifier: [MASK] ; head: epidemic
cholera	epidemic	complement	mask_head	modifier: cholera ; head: [MASK]
ebola	epidemic	complement	full	modifier: ebola ; head: epidemic
ebola	epidemic	complement	mask_modifier	modifier: [MASK] ; head: epidemic
ebola	epidemic	complement	mask_head	modifier: ebola ; head: [MASK]
aids	pandemic	complement	full	modifier: aids ; head: pandemic
aids	pandemic	complement	mask_modifier	modifier: [MASK] ; head: pandemic
aids	pandemic	complement	mask_head	modifier: aids ; head: [MASK]
movie	script	complement	full	modifier: movie ; head: script
movie	script	complement	mask_modifier	modifier: [MASK] ; head: script
movie	script	complement	mask_head	modifier: movie ; head: [MASK]
computer	age	complement	full	modifier: computer ; head: age
computer	age	complement	mask_modifier	modifier: [MASK] ; head: age
computer	age	complement	mask_head	modifier: computer ; head: [MASK]
population	age	complement	full	modifier: population ; head: age
population	age	complement	mask_modifier	modifier: [MASK] ; head: age
population	age	complement	mask_head	modifier: population ; head: [MASK]
water	condition	complement	full	modifier: water ; head: condition
water	condition	complement	mask_modifier	modifier: [MASK] ; head: condition
water	condition	complement	mask_head	modifier: water ; head: [MASK]
child	health	complement	full	modifier: child ; head: health
child	health	complement	mask_modifier	modifier: [MASK] ; head: health
child	health	complement	mask_head	modifier: child ; head: [MASK]
battery	life	complement	full	modifier: battery ; head: life
battery	life	complement	mask_modifier	modifier: [MASK] ; head: life
battery	life	complement	mask_head	modifier: battery ; head: [MASK]
media	freedom	complement	full	modifier: media ; head: freedom
media	freedom	complement	mask_modifier	modifier: [MASK] ; head: freedom
media	freedom	complement	mask_head	modifier: media ; head: [MASK]
press	freedom	complement	full	modifier: press ; head: freedom
press	freedom	complement	mask_modifier	modifier: [MASK] ; head: freedom
press	freedom	complement	mask_head	modifier: press ; head: [MASK]
classroom	concentration	complement	full	modifier: classroom ; head: concentration
classroom	concentration	complement	mask_modifier	modifier: [MASK] ; head: concentration
classroom	concentration	complement	mask_head	modifier: classroom ; head: [MASK]
dinosaur	fossil	complement	full	modifier: dinosaur ; head: fossil
dinosaur	fossil	complement	mask_modifier	modifier: [MASK] ; head: fossil
dinosaur	fossil	complement	mask_head	modifier: dinosaur ; head: [MASK]
ride	comfort	complement	full	modifier: ride ; head: comfort
ride	comfort	complement	mask_modifier	modifier: [MASK] ; head: comfort
ride	comfort	complement	mask_head	modifier: ride ; head: [MASK]
weather	condition	complement	full	modifier: weather ; head: condition
weather	condition	complement	mask_modifier	modifier: [MASK] ; head: condition
weather	condition	complement	mask_head	modifier: weather ; head: [MASK]
investor	focus	complement	full	modifier: investor ; head: focus
investor	focus	complement	mask_modifier	modifier: [MASK] ; head: focus
investor	focus	complement	mask_head	modifier: investor ; head: [MASK]
military	target	complement	full	modifier: military ; head: target
military	target	complement	mask_modifier	modifier: [MASK] ; head: target
military	target	complement	mask_head	modifier: military ; head: [MASK]
ceasefire	accord	topical	full	modifier: ceasefire ; head: accord
ceasefire	accord	topical	mask_modifier	modifier: [MASK] ; head: accord
ceasefire	accord	topical	mask_head	modifier: ceasefire ; head: [MASK]
debt	accord	topical	full	modifier: debt ; head: accord
debt	accord	topical	mask_modifier	modifier: [MASK] ; head: accord
debt	accord	topical	mask_head	modifier: debt ; head: [MASK]
peace	accord	topical	full	modifier: peace ; head: accord
peace	accord	topical	mask_modifier	modifier: [MASK] ; head: accord
peace	accord	topical	mask_head	modifier: peace ; head: [MASK]
trade	accord	topical	full	modifier: trade ; head: accord
trade	accord	topical	mask_modifier	modifier: [MASK] ; head: accord
trade	accord	topical	mask_head	modifier: trade ; head: [MASK]
arbitration	agreement	topical	full	modifier: arbitration ; head: agreement
arbitration	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
arbitration	agreement	topical	mask_head	modifier: arbitration ; head: [MASK]
buyout	agreement	topical	full	modifier: buyout ; head: agreement
buyout	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
buyout	agreement	topical	mask_head	modifier: buyout ; head: [MASK]
ceasefire	agreement	topical	full	modifier: ceasefire ; head: agreement
ceasefire	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
ceasefire	agreement	topical	mask_head	modifier: ceasefire ; head: [MASK]
consent	agreement	topical	full	modifier: consent ; head: agreement
consent	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
consent	agreement	topical	mask_head	modifier: consent ; head: [MASK]
debt	agreement	topical	full	modifier: debt ; head: agreement
debt	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
debt	agreement	topical	mask_head	modifier: debt ; head: [MASK]
defense	agreement	topical	full	modifier: defense ; head: agreement
defense	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
defense	agreement	topical	mask_head	modifier: defense ; head: [MASK]
extradition	agreement	topical	full	modifier: extradition ; head: agreement
extradition	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
extradition	agreement	topical	mask_head	modifier: extradition ; head: [MASK]
fishery	agreement	topical	full	modifier: fishery ; head: agreement
fishery	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
fishery	agreement	topical	mask_head	modifier: fishery ; head: [MASK]
fishing	agreement	topical	full	modifier: fishing ; head: agreement
fishing	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
fishing	agreement	topical	mask_head	modifier: fishing ; head: [MASK]
immunity	agreement	topical	full	modifier: immunity ; head: agreement
immunity	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
immunity	agreement	topical	mask_head	modifier: immunity ; head: [MASK]
investment	agreement	topical	full	modifier: investment ; head: agreement
investment	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
investment	agreement	topical	mask_head	modifier: investment ; head: [MASK]
license	agreement	topical	full	modifier: license ; head: agreement
license	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
license	agreement	topical	mask_head	modifier: license ; head: [MASK]
loan	agreement	topical	full	modifier: loan ; head: agreement
loan	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
loan	agreement	topical	mask_head	modifier: loan ; head: [MASK]
outline	agreement	topical	full	modifier: outline ; head: agreement
outline	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
outline	agreement	topical	mask_head	modifier: outline ; head: [MASK]
partnership	agreement	topical	full	modifier: partnership ; head: agreement
partnership	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
partnership	agreement	topical	mask_head	modifier: partnership ; head: [MASK]
peace	agreement	topical	full	modifier: peace ; head: agreement
peace	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
peace	agreement	topical	mask_head	modifier: peace ; head: [MASK]
plea	agreement	topical	full	modifier: plea ; head: agreement
plea	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
plea	agreement	topical	mask_head	modifier: plea ; head: [MASK]
point	agreement	topical	full	modifier: point ; head: agreement
point	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
point	agreement	topical	mask_head	modifier: point ; head: [MASK]
protection	agreement	topical	full	modifier: protection ; head: agreement
protection	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
protection	agreement	topical	mask_head	modifier: protection ; head: [MASK]
reduction	agreement	topical	full	modifier: reduction ; head: agreement
reduction	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
reduction	agreement	topical	mask_head	modifier: reduction ; head: [MASK]
repurchase	agreement	topical	full	modifier: repurchase ; head: agreement
repurchase	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
repurchase	agreement	topical	mask_head	modifier: repurchase ; head: [MASK]
safeguard	agreement	topical	full	modifier: safeguard ; head: agreement
safeguard	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
safeguard	agreement	topical	mask_head	modifier: safeguard ; head: [MASK]
security	agreement	topical	full	modifier: security ; head: agreement
security	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
security	agreement	topical	mask_head	modifier: security ; head: [MASK]
self-rule	agreement	topical	full	modifier: self-rule ; head: agreement
self-rule	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
self-rule	agreement	topical	mask_head	modifier: self-rule ; head: [MASK]
service	agreement	topical	full	modifier: service ; head: agreement
service	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
service	agreement	topical	mask_head	modifier: service ; head: [MASK]
settlement	agreement	topical	full	modifier: settlement ; head: agreement
settlement	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
settlement	agreement	topical	mask_head	modifier: settlement ; head: [MASK]
side	agreement	topical	full	modifier: side ; head: agreement
side	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
side	agreement	topical	mask_head	modifier: side ; head: [MASK]
status	agreement	topical	full	modifier: status ; head: agreement
status	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
status	agreement	topical	mask_head	modifier: status ; head: [MASK]
supply	agreement	topical	full	modifier: supply ; head: agreement
supply	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
supply	agreement	topical	mask_head	modifier: supply ; head: [MASK]
trade	agreement	topical	full	modifier: trade ; head: agreement
trade	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
trade	agreement	topical	mask_head	modifier: trade ; head: [MASK]
truce	agreement	topical	full	modifier: truce ; head: agreement
truce	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
truce	agreement	topical	mask_head	modifier: truce ; head: [MASK]
withdrawal	agreement	topical	full	modifier: withdrawal ; head: agreement
withdrawal	agreement	topical	mask_modifier	modifier: [MASK] ; head: agreement
withdrawal	agreement	topical	mask_head	modifier: withdrawal ; head: [MASK]
distribution	arrangement	topical	full	modifier: distribution ; head: arrangement
distribution	arrangement	topical	mask_modifier	modifier: [MASK] ; head: arrangement
distribution	arrangement	topical	mask_head	modifier: distribution ; head: [MASK]
funeral	arrangement	topical	full	modifier: funeral ; head: arrangement
funeral	arrangement	topical	mask_modifier	modifier: [MASK] ; head: arrangement
funeral	arrangement	topical	mask_head	modifier: funeral ; head: [MASK]
seating	arrangement	topical	full	modifier: seating ; head: arrangement
seating	arrangement	topical	mask_modifier	modifier: [MASK] ; head: arrangement
seating	arrangement	topical	mask_head	modifier: seating ; head: [MASK]
security	arrangement	topical	full	modifier: security ; head: arrangement
security	arrangement	topical	mask_modifier	modifier: [MASK] ; head: arrangement
security	arrangement	topical	mask_head	modifier: security ; head: [MASK]
trading	arrangement	topical	full	modifier: trading ; head: arrangement
trading	arrangement	topical	mask_modifier	modifier: [MASK] ; head: arrangement
trading	arrangement	topical	mask_head	modifier: trading ; head: [MASK]
work	arrangement	topical	full	modifier: work ; head: arrangement
work	arrangement	topical	mask_modifier	modifier: [MASK] ; head: arrangement
work	arrangement	topical	mask_head	modifier: work ; head: [MASK]
barter	deal	topical	full	modifier: barter ; head: deal
barter	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
barter	deal	topical	mask_head	modifier: barter ; head: [MASK]
book	deal	topical	full	modifier: book ; head: deal
book	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
book	deal	topical	mask_head	modifier: book ; head: [MASK]
debt	deal	topical	full	modifier: debt ; head: deal
debt	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
debt	deal	topical	mask_head	modifier: debt ; head: [MASK]
distribution	deal	topical	full	modifier: distribution ; head: deal
distribution	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
distribution	deal	topical	mask_head	modifier: distribution ; head: [MASK]
drug	deal	topical	full	modifier: drug ; head: deal
drug	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
drug	deal	topical	mask_head	modifier: drug ; head: [MASK]
endorsement	deal	topical	full	modifier: endorsement ; head: deal
endorsement	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
endorsement	deal	topical	mask_head	modifier: endorsement ; head: [MASK]
immunity	deal	topical	full	modifier: immunity ; head: deal
immunity	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
immunity	deal	topical	mask_head	modifier: immunity ; head: [MASK]
investment	deal	topical	full	modifier: investment ; head: deal
investment	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
investment	deal	topical	mask_head	modifier: investment ; head: [MASK]
merger	deal	topical	full	modifier: merger ; head: deal
merger	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
merger	deal	topical	mask_head	modifier: merger ; head: [MASK]
movie	deal	topical	full	modifier: movie ; head: deal
movie	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
movie	deal	topical	mask_head	modifier: movie ; head: [MASK]
oil	deal	topical	full	modifier: oil ; head: deal
oil	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
oil	deal	topical	mask_head	modifier: oil ; head: [MASK]
partnership	deal	topical	full	modifier: partnership ; head: deal
partnership	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
partnership	deal	topical	mask_head	modifier: partnership ; head: [MASK]
pay	deal	topical	full	modifier: pay ; head: deal
pay	deal	topical	mask_modifier	modifier: [MASK] ; head: deal
pay	deal	topical	mask_head	modifier: pay ; head: [MASK]
